recipe_id,title,recipe_name,user_id,user_name,views,recommendations,scraps,cooking_method,situation,ingredients,category,description,ingredients_detail,servings,difficulty,cooking_time,registered_date,image_url,original_recipe_id,cooking_time_minutes,difficulty_level,popularity_score,category_encoded
721,맛있는 생선 요리 722,맛있는 생선 요리 722,user_34,요리사44,15081,3477,216,찌기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 722 레시피,생선 300g,4인분,고급,60분,2025-11-23,https://example.com/recipe_1000721.jpg,1000721,60,3,0.40272453608280867,0
722,맛있는 계란 요리 723,맛있는 계란 요리 723,user_65,요리사53,29384,2674,556,찌기,간편식,"계란, 양파, 마늘",일품,맛있는 계란 요리 723 레시피,계란 300g,4인분,초급,20분,2025-05-26,https://example.com/recipe_1000722.jpg,1000722,20,1,0.5656912508907683,4
723,맛있는 닭고기 요리 724,맛있는 닭고기 요리 724,user_97,요리사24,19022,3163,824,볶기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 724 레시피,닭고기 300g,2인분,고급,10분,2025-02-01,https://example.com/recipe_1000723.jpg,1000723,10,3,0.545029661761876,5
724,맛있는 소고기 요리 725,맛있는 소고기 요리 725,user_100,요리사93,35781,1835,814,찌기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 725 레시피,소고기 300g,4인분,중급,20분,2025-07-06,https://example.com/recipe_1000724.jpg,1000724,20,2,0.6309946597398671,4
725,맛있는 생선 요리 726,맛있는 생선 요리 726,user_91,요리사91,45047,2026,372,볶기,일상,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 726 레시피,생선 300g,2인분,고급,20분,2025-01-21,https://example.com/recipe_1000725.jpg,1000725,20,3,0.6466576863665179,1
726,맛있는 두부 요리 727,맛있는 두부 요리 727,user_60,요리사95,4184,2019,755,찌기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 727 레시피,두부 300g,4인분,초급,10분,2025-03-05,https://example.com/recipe_1000726.jpg,1000726,10,1,0.3141453815895002,3
727,맛있는 생선 요리 728,맛있는 생선 요리 728,user_81,요리사55,21591,4787,520,굽기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 728 레시피,생선 300g,3인분,중급,30분,2025-01-11,https://example.com/recipe_1000727.jpg,1000727,30,2,0.6073075384717891,3
728,맛있는 생선 요리 729,맛있는 생선 요리 729,user_54,요리사37,17012,1759,232,굽기,일상,"생선, 양파, 마늘",찌개,맛있는 생선 요리 729 레시피,생선 300g,2인분,중급,20분,2025-01-02,https://example.com/recipe_1000728.jpg,1000728,20,2,0.3221643069190071,5
729,맛있는 생선 요리 730,맛있는 생선 요리 730,user_56,요리사42,46010,4381,902,볶기,일상,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 730 레시피,생선 300g,4인분,초급,30분,2025-03-16,https://example.com/recipe_1000729.jpg,1000729,30,1,0.9036970677862305,3
730,맛있는 생선 요리 731,맛있는 생선 요리 731,user_12,요리사79,20903,305,762,볶기,손님접대,"생선, 양파, 마늘",찌개,맛있는 생선 요리 731 레시피,생선 300g,3인분,고급,60분,2025-09-17,https://example.com/recipe_1000730.jpg,1000730,60,3,0.37995364692463907,5
731,맛있는 생선 요리 732,맛있는 생선 요리 732,user_78,요리사80,23718,190,753,굽기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 732 레시피,생선 300g,2인분,고급,60분,2025-12-01,https://example.com/recipe_1000731.jpg,1000731,60,3,0.39941141937808405,1
732,맛있는 두부 요리 733,맛있는 두부 요리 733,user_24,요리사99,18691,777,750,볶기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 733 레시피,두부 300g,2인분,고급,10분,2025-03-07,https://example.com/recipe_1000732.jpg,1000732,10,3,0.38374372116429495,2
733,맛있는 돼지고기 요리 734,맛있는 돼지고기 요리 734,user_58,요리사8,976,1860,666,볶기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 734 레시피,돼지고기 300g,3인분,고급,10분,2025-07-07,https://example.com/recipe_1000733.jpg,1000733,10,3,0.25469665286197307,4
734,맛있는 두부 요리 735,맛있는 두부 요리 735,user_21,요리사14,4325,887,892,볶기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 735 레시피,두부 300g,2인분,초급,10분,2025-10-06,https://example.com/recipe_1000734.jpg,1000734,10,1,0.2750632885799791,1
735,맛있는 두부 요리 736,맛있는 두부 요리 736,user_13,요리사60,4630,1959,854,볶기,일상,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 736 레시피,두부 300g,2인분,초급,20분,2025-08-20,https://example.com/recipe_1000735.jpg,1000735,20,1,0.3348267183250714,0
736,맛있는 두부 요리 737,맛있는 두부 요리 737,user_68,요리사7,14462,583,975,굽기,일상,"두부, 양파, 마늘",찌개,맛있는 두부 요리 737 레시피,두부 300g,4인분,고급,30분,2025-06-01,https://example.com/recipe_1000736.jpg,1000736,30,3,0.37484438271895326,5
737,맛있는 계란 요리 738,맛있는 계란 요리 738,user_88,요리사5,30415,2913,47,찌기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 738 레시피,계란 300g,3인분,초급,30분,2024-12-28,https://example.com/recipe_1000737.jpg,1000737,30,1,0.4884428555811078,1
738,맛있는 두부 요리 739,맛있는 두부 요리 739,user_97,요리사52,34793,1949,972,굽기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 739 레시피,두부 300g,2인분,초급,10분,2025-10-20,https://example.com/recipe_1000738.jpg,1000738,10,1,0.6595829310289822,5
739,맛있는 두부 요리 740,맛있는 두부 요리 740,user_8,요리사31,19242,83,768,찌기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 740 레시피,두부 300g,2인분,중급,30분,2025-06-14,https://example.com/recipe_1000739.jpg,1000739,30,2,0.35121919880507124,2
740,맛있는 돼지고기 요리 741,맛있는 돼지고기 요리 741,user_71,요리사93,25351,2343,99,굽기,간편식,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 741 레시피,돼지고기 300g,2인분,고급,60분,2025-04-24,https://example.com/recipe_1000740.jpg,1000740,60,3,0.41399604253554323,2
741,맛있는 생선 요리 742,맛있는 생선 요리 742,user_33,요리사79,28521,1407,726,볶기,간편식,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 742 레시피,생선 300g,4인분,고급,60분,2025-07-13,https://example.com/recipe_1000741.jpg,1000741,60,3,0.515072349726835,0
742,맛있는 계란 요리 743,맛있는 계란 요리 743,user_51,요리사16,24466,2384,885,볶기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 743 레시피,계란 300g,2인분,고급,30분,2025-04-18,https://example.com/recipe_1000742.jpg,1000742,30,3,0.5649603898694926,3
743,맛있는 생선 요리 744,맛있는 생선 요리 744,user_25,요리사29,18053,2546,574,찌기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 744 레시피,생선 300g,4인분,초급,60분,2025-09-15,https://example.com/recipe_1000743.jpg,1000743,60,1,0.44826631599128086,1
744,맛있는 생선 요리 745,맛있는 생선 요리 745,user_63,요리사81,30211,2826,909,찌기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 745 레시피,생선 300g,2인분,초급,60분,2025-07-30,https://example.com/recipe_1000744.jpg,1000744,60,1,0.6537547343177762,4
745,맛있는 계란 요리 746,맛있는 계란 요리 746,user_11,요리사84,14969,3045,769,찌기,일상,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 746 레시피,계란 300g,3인분,초급,20분,2025-09-11,https://example.com/recipe_1000745.jpg,1000745,20,1,0.4863948658640034,0
746,맛있는 두부 요리 747,맛있는 두부 요리 747,user_10,요리사81,40834,3273,134,찌기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 747 레시피,두부 300g,3인분,초급,10분,2025-08-14,https://example.com/recipe_1000746.jpg,1000746,10,1,0.6316857096469857,3
747,맛있는 생선 요리 748,맛있는 생선 요리 748,user_21,요리사80,32061,4157,938,굽기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 748 레시피,생선 300g,4인분,초급,60분,2025-05-18,https://example.com/recipe_1000747.jpg,1000747,60,1,0.7579268322629094,4
748,맛있는 생선 요리 749,맛있는 생선 요리 749,user_69,요리사63,37426,1156,83,볶기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 749 레시피,생선 300g,2인분,고급,60분,2024-12-28,https://example.com/recipe_1000748.jpg,1000748,60,3,0.4603639082957875,0
749,맛있는 두부 요리 750,맛있는 두부 요리 750,user_18,요리사8,44824,2269,690,볶기,손님접대,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 750 레시피,두부 300g,4인분,고급,30분,2025-02-18,https://example.com/recipe_1000749.jpg,1000749,30,3,0.7226705915723057,1
750,맛있는 생선 요리 751,맛있는 생선 요리 751,user_97,요리사42,22075,3380,188,굽기,일상,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 751 레시피,생선 300g,3인분,중급,60분,2025-10-06,https://example.com/recipe_1000750.jpg,1000750,60,2,0.46126271816501696,3
751,맛있는 생선 요리 752,맛있는 생선 요리 752,user_87,요리사97,24825,2598,855,찌기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 752 레시피,생선 300g,3인분,초급,20분,2025-06-13,https://example.com/recipe_1000751.jpg,1000751,20,1,0.5753856048786317,2
752,맛있는 계란 요리 753,맛있는 계란 요리 753,user_4,요리사100,15955,2799,25,볶기,간편식,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 753 레시피,계란 300g,3인분,고급,30분,2024-12-26,https://example.com/recipe_1000752.jpg,1000752,30,3,0.33254927045525806,1
753,맛있는 두부 요리 754,맛있는 두부 요리 754,user_35,요리사74,32260,3203,450,볶기,손님접대,"두부, 양파, 마늘",일품,맛있는 두부 요리 754 레시피,두부 300g,4인분,중급,10분,2025-12-07,https://example.com/recipe_1000753.jpg,1000753,10,2,0.6049798113953339,4
754,맛있는 소고기 요리 755,맛있는 소고기 요리 755,user_59,요리사56,15192,4465,998,굽기,일상,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 755 레시피,소고기 300g,3인분,고급,20분,2025-04-07,https://example.com/recipe_1000754.jpg,1000754,20,3,0.6196714701677248,2
755,맛있는 닭고기 요리 756,맛있는 닭고기 요리 756,user_27,요리사1,46984,4739,908,볶기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 756 레시피,닭고기 300g,2인분,고급,10분,2025-06-04,https://example.com/recipe_1000755.jpg,1000755,10,3,0.9361215817137587,3
756,맛있는 소고기 요리 757,맛있는 소고기 요리 757,user_26,요리사76,47915,1564,908,찌기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 757 레시피,소고기 300g,3인분,고급,20분,2025-04-22,https://example.com/recipe_1000756.jpg,1000756,20,3,0.7549347481903608,4
757,맛있는 돼지고기 요리 758,맛있는 돼지고기 요리 758,user_99,요리사9,39433,4795,895,찌기,손님접대,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 758 레시피,돼지고기 300g,4인분,고급,20분,2025-04-18,https://example.com/recipe_1000757.jpg,1000757,20,3,0.8613432969792312,1
758,맛있는 돼지고기 요리 759,맛있는 돼지고기 요리 759,user_30,요리사36,6142,3199,974,볶기,간편식,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 759 레시피,돼지고기 300g,4인분,초급,20분,2025-01-13,https://example.com/recipe_1000758.jpg,1000758,20,1,0.44837588489756186,2
759,맛있는 소고기 요리 760,맛있는 소고기 요리 760,user_83,요리사34,3263,4911,709,볶기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 760 레시피,소고기 300g,3인분,중급,60분,2025-04-08,https://example.com/recipe_1000759.jpg,1000759,60,2,0.46924303991525285,0
760,맛있는 소고기 요리 761,맛있는 소고기 요리 761,user_65,요리사72,41448,2646,198,찌기,손님접대,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 761 레시피,소고기 300g,2인분,고급,20분,2025-01-01,https://example.com/recipe_1000760.jpg,1000760,20,3,0.613020610769824,0
761,맛있는 생선 요리 762,맛있는 생선 요리 762,user_42,요리사49,24751,3294,672,굽기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 762 레시피,생선 300g,3인분,고급,60분,2025-10-29,https://example.com/recipe_1000761.jpg,1000761,60,3,0.579768716556422,4
762,맛있는 생선 요리 763,맛있는 생선 요리 763,user_80,요리사63,25961,3050,50,굽기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 763 레시피,생선 300g,3인분,중급,60분,2025-10-26,https://example.com/recipe_1000762.jpg,1000762,60,2,0.45270830743113316,4
763,맛있는 닭고기 요리 764,맛있는 닭고기 요리 764,user_55,요리사20,48616,4753,961,굽기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 764 레시피,닭고기 300g,3인분,중급,20분,2025-07-19,https://example.com/recipe_1000763.jpg,1000763,20,2,0.9638977430116028,1
764,맛있는 닭고기 요리 765,맛있는 닭고기 요리 765,user_14,요리사5,8457,4249,694,굽기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 765 레시피,닭고기 300g,2인분,중급,60분,2025-02-20,https://example.com/recipe_1000764.jpg,1000764,60,2,0.47847770251855604,2
765,맛있는 계란 요리 766,맛있는 계란 요리 766,user_61,요리사1,1073,1166,566,찌기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 766 레시피,계란 300g,3인분,고급,10분,2025-06-29,https://example.com/recipe_1000765.jpg,1000765,10,3,0.19400696275412319,1
766,맛있는 소고기 요리 767,맛있는 소고기 요리 767,user_89,요리사35,14982,3787,10,볶기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 767 레시피,소고기 300g,2인분,고급,60분,2025-03-19,https://example.com/recipe_1000766.jpg,1000766,60,3,0.3790929581270845,5
767,맛있는 소고기 요리 768,맛있는 소고기 요리 768,user_65,요리사27,17705,267,885,굽기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 768 레시피,소고기 300g,3인분,고급,30분,2025-06-14,https://example.com/recipe_1000767.jpg,1000767,30,3,0.37030739465111834,0
768,맛있는 계란 요리 769,맛있는 계란 요리 769,user_34,요리사95,10785,2507,750,굽기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 769 레시피,계란 300g,2인분,초급,10분,2025-02-01,https://example.com/recipe_1000768.jpg,1000768,10,1,0.4084568316218505,0
769,맛있는 계란 요리 770,맛있는 계란 요리 770,user_58,요리사76,27103,663,965,볶기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 770 레시피,계란 300g,3인분,중급,60분,2025-04-02,https://example.com/recipe_1000769.jpg,1000769,60,2,0.5040953747349174,3
770,맛있는 생선 요리 771,맛있는 생선 요리 771,user_9,요리사12,15299,3487,914,찌기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 771 레시피,생선 300g,4인분,고급,60분,2025-11-29,https://example.com/recipe_1000770.jpg,1000770,60,3,0.5452450172746421,2
771,맛있는 두부 요리 772,맛있는 두부 요리 772,user_19,요리사28,42576,1420,151,굽기,간편식,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 772 레시피,두부 300g,4인분,초급,30분,2025-10-30,https://example.com/recipe_1000771.jpg,1000771,30,1,0.541335037864826,0
772,맛있는 생선 요리 773,맛있는 생선 요리 773,user_19,요리사68,42677,186,902,굽기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 773 레시피,생선 300g,4인분,중급,60분,2025-07-03,https://example.com/recipe_1000772.jpg,1000772,60,2,0.6186557317319721,0
773,맛있는 두부 요리 774,맛있는 두부 요리 774,user_93,요리사20,36830,2399,895,찌기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 774 레시피,두부 300g,3인분,고급,30분,2025-12-08,https://example.com/recipe_1000773.jpg,1000773,30,3,0.6915444437691398,3
774,맛있는 두부 요리 775,맛있는 두부 요리 775,user_92,요리사37,48666,1731,996,찌기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 775 레시피,두부 300g,3인분,중급,30분,2025-02-16,https://example.com/recipe_1000774.jpg,1000774,30,2,0.7900849200764296,3
775,맛있는 닭고기 요리 776,맛있는 닭고기 요리 776,user_63,요리사12,6865,4092,17,굽기,손님접대,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 776 레시피,닭고기 300g,2인분,중급,20분,2025-06-11,https://example.com/recipe_1000775.jpg,1000775,20,2,0.31759675234204254,4
776,맛있는 생선 요리 777,맛있는 생선 요리 777,user_48,요리사69,3328,1585,800,찌기,일상,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 777 레시피,생선 300g,3인분,중급,60분,2025-11-29,https://example.com/recipe_1000776.jpg,1000776,60,2,0.28855147920863666,1
777,맛있는 닭고기 요리 778,맛있는 닭고기 요리 778,user_73,요리사26,27584,4772,925,볶기,간편식,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 778 레시피,닭고기 300g,4인분,초급,30분,2025-09-06,https://example.com/recipe_1000777.jpg,1000777,30,1,0.7474390026831346,2
778,맛있는 닭고기 요리 779,맛있는 닭고기 요리 779,user_43,요리사24,8890,2916,232,볶기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 779 레시피,닭고기 300g,4인분,중급,10분,2025-06-06,https://example.com/recipe_1000778.jpg,1000778,10,2,0.3103366827267818,3
779,맛있는 닭고기 요리 780,맛있는 닭고기 요리 780,user_43,요리사99,43850,4102,320,찌기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 780 레시피,닭고기 300g,2인분,초급,20분,2025-07-28,https://example.com/recipe_1000779.jpg,1000779,20,1,0.7488332047719047,3
780,맛있는 돼지고기 요리 781,맛있는 돼지고기 요리 781,user_1,요리사77,32091,321,575,찌기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 781 레시피,돼지고기 300g,2인분,초급,10분,2025-09-07,https://example.com/recipe_1000780.jpg,1000780,10,1,0.45539426162492846,3
781,맛있는 돼지고기 요리 782,맛있는 돼지고기 요리 782,user_93,요리사15,14886,3561,630,볶기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 782 레시피,돼지고기 300g,2인분,초급,20분,2025-11-05,https://example.com/recipe_1000781.jpg,1000781,20,1,0.488696755740195,4
782,맛있는 두부 요리 783,맛있는 두부 요리 783,user_47,요리사19,48196,90,203,찌기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 783 레시피,두부 300g,2인분,초급,10분,2025-10-18,https://example.com/recipe_1000782.jpg,1000782,10,1,0.528164562774166,2
783,맛있는 돼지고기 요리 784,맛있는 돼지고기 요리 784,user_72,요리사8,27048,612,414,찌기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 784 레시피,돼지고기 300g,4인분,초급,20분,2025-04-23,https://example.com/recipe_1000783.jpg,1000783,20,1,0.3901748773610054,3
784,맛있는 계란 요리 785,맛있는 계란 요리 785,user_76,요리사97,15733,1210,616,볶기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 785 레시피,계란 300g,3인분,고급,20분,2025-08-16,https://example.com/recipe_1000784.jpg,1000784,20,3,0.3533068337168571,0
785,맛있는 소고기 요리 786,맛있는 소고기 요리 786,user_61,요리사51,15780,989,127,굽기,간편식,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 786 레시피,소고기 300g,2인분,초급,20분,2025-01-26,https://example.com/recipe_1000785.jpg,1000785,20,1,0.2426190956733097,2
786,맛있는 닭고기 요리 787,맛있는 닭고기 요리 787,user_19,요리사57,21937,4091,241,찌기,간편식,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 787 레시피,닭고기 300g,3인분,중급,60분,2025-11-02,https://example.com/recipe_1000786.jpg,1000786,60,2,0.5131528594160453,0
787,맛있는 생선 요리 788,맛있는 생선 요리 788,user_64,요리사30,13402,3140,757,찌기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 788 레시피,생선 300g,2인분,고급,20분,2025-09-16,https://example.com/recipe_1000787.jpg,1000787,20,3,0.4740171338495328,4
788,맛있는 두부 요리 789,맛있는 두부 요리 789,user_18,요리사90,46286,2660,444,볶기,손님접대,"두부, 양파, 마늘",볶음,맛있는 두부 요리 789 레시피,두부 300g,4인분,중급,20분,2025-08-29,https://example.com/recipe_1000788.jpg,1000788,20,2,0.7115063148137033,2
789,맛있는 닭고기 요리 790,맛있는 닭고기 요리 790,user_50,요리사57,4135,1647,626,굽기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 790 레시피,닭고기 300g,4인분,초급,60분,2025-03-28,https://example.com/recipe_1000789.jpg,1000789,60,1,0.2655093891070111,4
790,맛있는 두부 요리 791,맛있는 두부 요리 791,user_26,요리사32,2606,1583,164,굽기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 791 레시피,두부 300g,2인분,고급,20분,2025-05-19,https://example.com/recipe_1000790.jpg,1000790,20,3,0.15388169624639345,0
791,맛있는 계란 요리 792,맛있는 계란 요리 792,user_64,요리사1,32977,4018,205,찌기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 792 레시피,계란 300g,3인분,고급,60분,2025-03-10,https://example.com/recipe_1000791.jpg,1000791,60,3,0.6120032009754187,2
792,맛있는 돼지고기 요리 793,맛있는 돼지고기 요리 793,user_42,요리사33,31618,3614,508,굽기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 793 레시피,돼지고기 300g,2인분,고급,20분,2025-09-17,https://example.com/recipe_1000792.jpg,1000792,20,3,0.6348292394645411,3
793,맛있는 두부 요리 794,맛있는 두부 요리 794,user_65,요리사18,14453,1939,158,굽기,일상,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 794 레시피,두부 300g,4인분,초급,10분,2025-12-10,https://example.com/recipe_1000793.jpg,1000793,10,1,0.2925507885449822,1
794,맛있는 돼지고기 요리 795,맛있는 돼지고기 요리 795,user_69,요리사40,49677,993,809,볶기,간편식,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 795 레시피,돼지고기 300g,4인분,초급,20분,2025-05-26,https://example.com/recipe_1000794.jpg,1000794,20,1,0.7184809212081057,2
795,맛있는 닭고기 요리 796,맛있는 닭고기 요리 796,user_61,요리사35,35461,2962,553,볶기,간편식,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 796 레시피,닭고기 300g,3인분,중급,30분,2025-01-06,https://example.com/recipe_1000795.jpg,1000795,30,2,0.643161319117569,1
796,맛있는 두부 요리 797,맛있는 두부 요리 797,user_37,요리사46,45431,643,677,볶기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 797 레시피,두부 300g,3인분,고급,20분,2025-09-23,https://example.com/recipe_1000796.jpg,1000796,20,3,0.6285800534716338,1
797,맛있는 생선 요리 798,맛있는 생선 요리 798,user_19,요리사13,37341,3905,585,굽기,일상,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 798 레시피,생선 300g,2인분,중급,20분,2025-02-02,https://example.com/recipe_1000797.jpg,1000797,20,2,0.7249541196979946,1
798,맛있는 소고기 요리 799,맛있는 소고기 요리 799,user_8,요리사72,7188,3462,514,찌기,간편식,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 799 레시피,소고기 300g,3인분,중급,30분,2025-06-02,https://example.com/recipe_1000798.jpg,1000798,30,2,0.382527350415057,1
799,맛있는 소고기 요리 800,맛있는 소고기 요리 800,user_48,요리사36,1126,3958,760,굽기,간편식,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 800 레시피,소고기 300g,2인분,초급,20분,2025-07-16,https://example.com/recipe_1000799.jpg,1000799,20,1,0.40089598185425085,3
800,맛있는 계란 요리 801,맛있는 계란 요리 801,user_68,요리사63,25409,4054,622,볶기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 801 레시피,계란 300g,3인분,고급,30분,2025-02-26,https://example.com/recipe_1000800.jpg,1000800,30,3,0.6219409445073187,3
801,맛있는 두부 요리 802,맛있는 두부 요리 802,user_92,요리사30,25437,3121,706,굽기,손님접대,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 802 레시피,두부 300g,4인분,고급,20분,2025-09-16,https://example.com/recipe_1000801.jpg,1000801,20,3,0.5830578565565144,1
802,맛있는 계란 요리 803,맛있는 계란 요리 803,user_99,요리사32,48138,4039,749,찌기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 803 레시피,계란 300g,3인분,고급,20분,2025-01-11,https://example.com/recipe_1000802.jpg,1000802,20,3,0.8738336748164045,4
803,맛있는 소고기 요리 804,맛있는 소고기 요리 804,user_95,요리사96,35723,1535,647,볶기,간편식,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 804 레시피,소고기 300g,3인분,중급,30분,2025-01-27,https://example.com/recipe_1000803.jpg,1000803,30,2,0.5789810290393629,1
804,맛있는 닭고기 요리 805,맛있는 닭고기 요리 805,user_61,요리사37,36155,1684,648,볶기,일상,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 805 레시피,닭고기 300g,3인분,고급,10분,2025-10-08,https://example.com/recipe_1000804.jpg,1000804,10,3,0.5924426985391249,1
805,맛있는 닭고기 요리 806,맛있는 닭고기 요리 806,user_92,요리사63,39709,4584,527,찌기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 806 레시피,닭고기 300g,3인분,고급,20분,2024-12-24,https://example.com/recipe_1000805.jpg,1000805,20,3,0.7777705620247221,5
806,맛있는 생선 요리 807,맛있는 생선 요리 807,user_38,요리사53,20234,2033,130,볶기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 807 레시피,생선 300g,3인분,초급,20분,2025-10-16,https://example.com/recipe_1000806.jpg,1000806,20,1,0.35041484502448556,4
807,맛있는 소고기 요리 808,맛있는 소고기 요리 808,user_90,요리사65,15904,3499,418,볶기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 808 레시피,소고기 300g,2인분,초급,60분,2025-08-06,https://example.com/recipe_1000807.jpg,1000807,60,1,0.4527177756749607,5
808,맛있는 계란 요리 809,맛있는 계란 요리 809,user_61,요리사28,33270,3732,636,볶기,손님접대,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 809 레시피,계란 300g,4인분,고급,30분,2025-08-31,https://example.com/recipe_1000808.jpg,1000808,30,3,0.6840604838005282,0
809,맛있는 계란 요리 810,맛있는 계란 요리 810,user_91,요리사61,28981,3679,920,굽기,간편식,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 810 레시피,계란 300g,4인분,초급,20분,2025-11-08,https://example.com/recipe_1000809.jpg,1000809,20,1,0.6948327530976148,1
810,맛있는 생선 요리 811,맛있는 생선 요리 811,user_28,요리사22,19340,3159,460,굽기,간편식,"생선, 양파, 마늘",찌개,맛있는 생선 요리 811 레시피,생선 300g,4인분,고급,10분,2025-10-07,https://example.com/recipe_1000810.jpg,1000810,10,3,0.4750978704567361,5
811,맛있는 두부 요리 812,맛있는 두부 요리 812,user_70,요리사44,444,4287,53,굽기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 812 레시피,두부 300g,3인분,중급,20분,2025-04-07,https://example.com/recipe_1000811.jpg,1000811,20,2,0.27227212072404916,3
