RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
1000762,맛있는 생선 요리 763,맛있는 생선 요리 763,user_80,요리사63,25961,3050,50,굽기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 763 레시피,생선 300g,3인분,중급,60분,2025-10-26,https://example.com/recipe_1000762.jpg
1000763,맛있는 닭고기 요리 764,맛있는 닭고기 요리 764,user_55,요리사20,48616,4753,961,굽기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 764 레시피,닭고기 300g,3인분,중급,20분,2025-07-19,https://example.com/recipe_1000763.jpg
1000764,맛있는 닭고기 요리 765,맛있는 닭고기 요리 765,user_14,요리사5,8457,4249,694,굽기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 765 레시피,닭고기 300g,2인분,중급,60분,2025-02-20,https://example.com/recipe_1000764.jpg
1000765,맛있는 계란 요리 766,맛있는 계란 요리 766,user_61,요리사1,1073,1166,566,찌기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 766 레시피,계란 300g,3인분,고급,10분,2025-06-29,https://example.com/recipe_1000765.jpg
1000766,맛있는 소고기 요리 767,맛있는 소고기 요리 767,user_89,요리사35,14982,3787,10,볶기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 767 레시피,소고기 300g,2인분,고급,60분,2025-03-19,https://example.com/recipe_1000766.jpg
1000767,맛있는 소고기 요리 768,맛있는 소고기 요리 768,user_65,요리사27,17705,267,885,굽기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 768 레시피,소고기 300g,3인분,고급,30분,2025-06-14,https://example.com/recipe_1000767.jpg
1000768,맛있는 계란 요리 769,맛있는 계란 요리 769,user_34,요리사95,10785,2507,750,굽기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 769 레시피,계란 300g,2인분,초급,10분,2025-02-01,https://example.com/recipe_1000768.jpg
1000769,맛있는 계란 요리 770,맛있는 계란 요리 770,user_58,요리사76,27103,663,965,볶기,간편식,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 770 레시피,계란 300g,3인분,중급,60분,2025-04-02,https://example.com/recipe_1000769.jpg
1000770,맛있는 생선 요리 771,맛있는 생선 요리 771,user_9,요리사12,15299,3487,914,찌기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 771 레시피,생선 300g,4인분,고급,60분,2025-11-29,https://example.com/recipe_1000770.jpg
1000771,맛있는 두부 요리 772,맛있는 두부 요리 772,user_19,요리사28,42576,1420,151,굽기,간편식,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 772 레시피,두부 300g,4인분,초급,30분,2025-10-30,https://example.com/recipe_1000771.jpg
1000772,맛있는 생선 요리 773,맛있는 생선 요리 773,user_19,요리사68,42677,186,902,굽기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 773 레시피,생선 300g,4인분,중급,60분,2025-07-03,https://example.com/recipe_1000772.jpg
1000773,맛있는 두부 요리 774,맛있는 두부 요리 774,user_93,요리사20,36830,2399,895,찌기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 774 레시피,두부 300g,3인분,고급,30분,2025-12-08,https://example.com/recipe_1000773.jpg
1000774,맛있는 두부 요리 775,맛있는 두부 요리 775,user_92,요리사37,48666,1731,996,찌기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 775 레시피,두부 300g,3인분,중급,30분,2025-02-16,https://example.com/recipe_1000774.jpg
1000775,맛있는 닭고기 요리 776,맛있는 닭고기 요리 776,user_63,요리사12,6865,4092,17,굽기,손님접대,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 776 레시피,닭고기 300g,2인분,중급,20분,2025-06-11,https://example.com/recipe_1000775.jpg
1000776,맛있는 생선 요리 777,맛있는 생선 요리 777,user_48,요리사69,3328,1585,800,찌기,일상,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 777 레시피,생선 300g,3인분,중급,60분,2025-11-29,https://example.com/recipe_1000776.jpg
1000777,맛있는 닭고기 요리 778,맛있는 닭고기 요리 778,user_73,요리사26,27584,4772,925,볶기,간편식,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 778 레시피,닭고기 300g,4인분,초급,30분,2025-09-06,https://example.com/recipe_1000777.jpg
1000778,맛있는 닭고기 요리 779,맛있는 닭고기 요리 779,user_43,요리사24,8890,2916,232,볶기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 779 레시피,닭고기 300g,4인분,중급,10분,2025-06-06,https://example.com/recipe_1000778.jpg
1000779,맛있는 닭고기 요리 780,맛있는 닭고기 요리 780,user_43,요리사99,43850,4102,320,찌기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 780 레시피,닭고기 300g,2인분,초급,20분,2025-07-28,https://example.com/recipe_1000779.jpg
1000780,맛있는 돼지고기 요리 781,맛있는 돼지고기 요리 781,user_1,요리사77,32091,321,575,찌기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 781 레시피,돼지고기 300g,2인분,초급,10분,2025-09-07,https://example.com/recipe_1000780.jpg
1000781,맛있는 돼지고기 요리 782,맛있는 돼지고기 요리 782,user_93,요리사15,14886,3561,630,볶기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 782 레시피,돼지고기 300g,2인분,초급,20분,2025-11-05,https://example.com/recipe_1000781.jpg
1000782,맛있는 두부 요리 783,맛있는 두부 요리 783,user_47,요리사19,48196,90,203,찌기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 783 레시피,두부 300g,2인분,초급,10분,2025-10-18,https://example.com/recipe_1000782.jpg
1000783,맛있는 돼지고기 요리 784,맛있는 돼지고기 요리 784,user_72,요리사8,27048,612,414,찌기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 784 레시피,돼지고기 300g,4인분,초급,20분,2025-04-23,https://example.com/recipe_1000783.jpg
1000784,맛있는 계란 요리 785,맛있는 계란 요리 785,user_76,요리사97,15733,1210,616,볶기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 785 레시피,계란 300g,3인분,고급,20분,2025-08-16,https://example.com/recipe_1000784.jpg
1000785,맛있는 소고기 요리 786,맛있는 소고기 요리 786,user_61,요리사51,15780,989,127,굽기,간편식,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 786 레시피,소고기 300g,2인분,초급,20분,2025-01-26,https://example.com/recipe_1000785.jpg
1000786,맛있는 닭고기 요리 787,맛있는 닭고기 요리 787,user_19,요리사57,21937,4091,241,찌기,간편식,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 787 레시피,닭고기 300g,3인분,중급,60분,2025-11-02,https://example.com/recipe_1000786.jpg
1000787,맛있는 생선 요리 788,맛있는 생선 요리 788,user_64,요리사30,13402,3140,757,찌기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 788 레시피,생선 300g,2인분,고급,20분,2025-09-16,https://example.com/recipe_1000787.jpg
1000788,맛있는 두부 요리 789,맛있는 두부 요리 789,user_18,요리사90,46286,2660,444,볶기,손님접대,"두부, 양파, 마늘",볶음,맛있는 두부 요리 789 레시피,두부 300g,4인분,중급,20분,2025-08-29,https://example.com/recipe_1000788.jpg
1000789,맛있는 닭고기 요리 790,맛있는 닭고기 요리 790,user_50,요리사57,4135,1647,626,굽기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 790 레시피,닭고기 300g,4인분,초급,60분,2025-03-28,https://example.com/recipe_1000789.jpg
1000790,맛있는 두부 요리 791,맛있는 두부 요리 791,user_26,요리사32,2606,1583,164,굽기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 791 레시피,두부 300g,2인분,고급,20분,2025-05-19,https://example.com/recipe_1000790.jpg
1000791,맛있는 계란 요리 792,맛있는 계란 요리 792,user_64,요리사1,32977,4018,205,찌기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 792 레시피,계란 300g,3인분,고급,60분,2025-03-10,https://example.com/recipe_1000791.jpg
1000792,맛있는 돼지고기 요리 793,맛있는 돼지고기 요리 793,user_42,요리사33,31618,3614,508,굽기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 793 레시피,돼지고기 300g,2인분,고급,20분,2025-09-17,https://example.com/recipe_1000792.jpg
1000793,맛있는 두부 요리 794,맛있는 두부 요리 794,user_65,요리사18,14453,1939,158,굽기,일상,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 794 레시피,두부 300g,4인분,초급,10분,2025-12-10,https://example.com/recipe_1000793.jpg
1000794,맛있는 돼지고기 요리 795,맛있는 돼지고기 요리 795,user_69,요리사40,49677,993,809,볶기,간편식,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 795 레시피,돼지고기 300g,4인분,초급,20분,2025-05-26,https://example.com/recipe_1000794.jpg
1000795,맛있는 닭고기 요리 796,맛있는 닭고기 요리 796,user_61,요리사35,35461,2962,553,볶기,간편식,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 796 레시피,닭고기 300g,3인분,중급,30분,2025-01-06,https://example.com/recipe_1000795.jpg
1000796,맛있는 두부 요리 797,맛있는 두부 요리 797,user_37,요리사46,45431,643,677,볶기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 797 레시피,두부 300g,3인분,고급,20분,2025-09-23,https://example.com/recipe_1000796.jpg
1000797,맛있는 생선 요리 798,맛있는 생선 요리 798,user_19,요리사13,37341,3905,585,굽기,일상,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 798 레시피,생선 300g,2인분,중급,20분,2025-02-02,https://example.com/recipe_1000797.jpg
1000798,맛있는 소고기 요리 799,맛있는 소고기 요리 799,user_8,요리사72,7188,3462,514,찌기,간편식,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 799 레시피,소고기 300g,3인분,중급,30분,2025-06-02,https://example.com/recipe_1000798.jpg
1000799,맛있는 소고기 요리 800,맛있는 소고기 요리 800,user_48,요리사36,1126,3958,760,굽기,간편식,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 800 레시피,소고기 300g,2인분,초급,20분,2025-07-16,https://example.com/recipe_1000799.jpg
1000800,맛있는 계란 요리 801,맛있는 계란 요리 801,user_68,요리사63,25409,4054,622,볶기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 801 레시피,계란 300g,3인분,고급,30분,2025-02-26,https://example.com/recipe_1000800.jpg
1000801,맛있는 두부 요리 802,맛있는 두부 요리 802,user_92,요리사30,25437,3121,706,굽기,손님접대,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 802 레시피,두부 300g,4인분,고급,20분,2025-09-16,https://example.com/recipe_1000801.jpg
1000802,맛있는 계란 요리 803,맛있는 계란 요리 803,user_99,요리사32,48138,4039,749,찌기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 803 레시피,계란 300g,3인분,고급,20분,2025-01-11,https://example.com/recipe_1000802.jpg
1000803,맛있는 소고기 요리 804,맛있는 소고기 요리 804,user_95,요리사96,35723,1535,647,볶기,간편식,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 804 레시피,소고기 300g,3인분,중급,30분,2025-01-27,https://example.com/recipe_1000803.jpg
1000804,맛있는 닭고기 요리 805,맛있는 닭고기 요리 805,user_61,요리사37,36155,1684,648,볶기,일상,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 805 레시피,닭고기 300g,3인분,고급,10분,2025-10-08,https://example.com/recipe_1000804.jpg
1000805,맛있는 닭고기 요리 806,맛있는 닭고기 요리 806,user_92,요리사63,39709,4584,527,찌기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 806 레시피,닭고기 300g,3인분,고급,20분,2024-12-24,https://example.com/recipe_1000805.jpg
1000806,맛있는 생선 요리 807,맛있는 생선 요리 807,user_38,요리사53,20234,2033,130,볶기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 807 레시피,생선 300g,3인분,초급,20분,2025-10-16,https://example.com/recipe_1000806.jpg
1000807,맛있는 소고기 요리 808,맛있는 소고기 요리 808,user_90,요리사65,15904,3499,418,볶기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 808 레시피,소고기 300g,2인분,초급,60분,2025-08-06,https://example.com/recipe_1000807.jpg
1000808,맛있는 계란 요리 809,맛있는 계란 요리 809,user_61,요리사28,33270,3732,636,볶기,손님접대,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 809 레시피,계란 300g,4인분,고급,30분,2025-08-31,https://example.com/recipe_1000808.jpg
1000809,맛있는 계란 요리 810,맛있는 계란 요리 810,user_91,요리사61,28981,3679,920,굽기,간편식,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 810 레시피,계란 300g,4인분,초급,20분,2025-11-08,https://example.com/recipe_1000809.jpg
1000810,맛있는 생선 요리 811,맛있는 생선 요리 811,user_28,요리사22,19340,3159,460,굽기,간편식,"생선, 양파, 마늘",찌개,맛있는 생선 요리 811 레시피,생선 300g,4인분,고급,10분,2025-10-07,https://example.com/recipe_1000810.jpg
1000811,맛있는 두부 요리 812,맛있는 두부 요리 812,user_70,요리사44,444,4287,53,굽기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 812 레시피,두부 300g,3인분,중급,20분,2025-04-07,https://example.com/recipe_1000811.jpg
1000812,맛있는 돼지고기 요리 813,맛있는 돼지고기 요리 813,user_75,요리사31,43587,1530,860,굽기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 813 레시피,돼지고기 300g,3인분,초급,60분,2025-02-07,https://example.com/recipe_1000812.jpg
1000813,맛있는 생선 요리 814,맛있는 생선 요리 814,user_22,요리사7,19231,1708,368,굽기,간편식,"생선, 양파, 마늘",볶음,맛있는 생선 요리 814 레시피,생선 300g,4인분,초급,30분,2025-05-12,https://example.com/recipe_1000813.jpg
1000814,맛있는 생선 요리 815,맛있는 생선 요리 815,user_67,요리사22,27661,2138,164,볶기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 815 레시피,생선 300g,2인분,고급,60분,2025-02-09,https://example.com/recipe_1000814.jpg
1000815,맛있는 생선 요리 816,맛있는 생선 요리 816,user_68,요리사59,13163,3371,583,굽기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 816 레시피,생선 300g,4인분,초급,10분,2025-04-01,https://example.com/recipe_1000815.jpg
1000816,맛있는 계란 요리 817,맛있는 계란 요리 817,user_22,요리사1,23084,2954,725,볶기,일상,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 817 레시피,계란 300g,3인분,초급,20분,2025-11-18,https://example.com/recipe_1000816.jpg
1000817,맛있는 생선 요리 818,맛있는 생선 요리 818,user_44,요리사85,22247,4510,425,볶기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 818 레시피,생선 300g,4인분,중급,30분,2025-11-22,https://example.com/recipe_1000817.jpg
1000818,맛있는 두부 요리 819,맛있는 두부 요리 819,user_20,요리사69,18464,743,617,굽기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 819 레시피,두부 300g,2인분,중급,60분,2025-08-09,https://example.com/recipe_1000818.jpg
1000819,맛있는 생선 요리 820,맛있는 생선 요리 820,user_2,요리사35,49313,1401,30,찌기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 820 레시피,생선 300g,2인분,초급,60분,2025-01-13,https://example.com/recipe_1000819.jpg
1000820,맛있는 돼지고기 요리 821,맛있는 돼지고기 요리 821,user_49,요리사57,27322,3476,310,볶기,일상,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 821 레시피,돼지고기 300g,4인분,중급,60분,2025-04-21,https://example.com/recipe_1000820.jpg
1000821,맛있는 소고기 요리 822,맛있는 소고기 요리 822,user_11,요리사71,17320,2142,754,굽기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 822 레시피,소고기 300g,3인분,고급,20분,2025-08-24,https://example.com/recipe_1000821.jpg
1000822,맛있는 두부 요리 823,맛있는 두부 요리 823,user_33,요리사71,19572,877,315,볶기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 823 레시피,두부 300g,3인분,고급,60분,2025-12-02,https://example.com/recipe_1000822.jpg
1000823,맛있는 계란 요리 824,맛있는 계란 요리 824,user_80,요리사34,37089,3212,987,굽기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 824 레시피,계란 300g,3인분,초급,10분,2025-11-27,https://example.com/recipe_1000823.jpg
1000824,맛있는 두부 요리 825,맛있는 두부 요리 825,user_8,요리사73,30421,1435,543,굽기,간편식,"두부, 양파, 마늘",볶음,맛있는 두부 요리 825 레시피,두부 300g,3인분,고급,60분,2024-12-30,https://example.com/recipe_1000824.jpg
1000825,맛있는 닭고기 요리 826,맛있는 닭고기 요리 826,user_35,요리사46,35927,168,113,굽기,간편식,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 826 레시피,닭고기 300g,2인분,중급,30분,2025-05-29,https://example.com/recipe_1000825.jpg
1000826,맛있는 생선 요리 827,맛있는 생선 요리 827,user_46,요리사14,32832,3821,772,볶기,간편식,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 827 레시피,생선 300g,4인분,초급,10분,2025-02-13,https://example.com/recipe_1000826.jpg
1000827,맛있는 소고기 요리 828,맛있는 소고기 요리 828,user_42,요리사74,32366,1245,270,볶기,손님접대,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 828 레시피,소고기 300g,3인분,중급,30분,2025-05-31,https://example.com/recipe_1000827.jpg
1000828,맛있는 두부 요리 829,맛있는 두부 요리 829,user_56,요리사4,44969,3123,556,굽기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 829 레시피,두부 300g,2인분,고급,30분,2025-10-10,https://example.com/recipe_1000828.jpg
1000829,맛있는 소고기 요리 830,맛있는 소고기 요리 830,user_44,요리사10,16805,858,330,굽기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 830 레시피,소고기 300g,3인분,고급,60분,2025-03-31,https://example.com/recipe_1000829.jpg
1000830,맛있는 두부 요리 831,맛있는 두부 요리 831,user_81,요리사78,10360,3272,531,굽기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 831 레시피,두부 300g,3인분,초급,20분,2025-01-22,https://example.com/recipe_1000830.jpg
1000831,맛있는 생선 요리 832,맛있는 생선 요리 832,user_29,요리사78,47038,3072,570,찌기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 832 레시피,생선 300g,3인분,중급,20분,2025-11-14,https://example.com/recipe_1000831.jpg
1000832,맛있는 두부 요리 833,맛있는 두부 요리 833,user_83,요리사38,43916,3742,737,찌기,간편식,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 833 레시피,두부 300g,2인분,중급,30분,2025-01-07,https://example.com/recipe_1000832.jpg
1000833,맛있는 돼지고기 요리 834,맛있는 돼지고기 요리 834,user_80,요리사73,38427,4807,762,볶기,손님접대,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 834 레시피,돼지고기 300g,4인분,중급,30분,2025-05-27,https://example.com/recipe_1000833.jpg
1000834,맛있는 계란 요리 835,맛있는 계란 요리 835,user_7,요리사31,14613,1769,319,볶기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 835 레시피,계란 300g,4인분,고급,30분,2025-01-29,https://example.com/recipe_1000834.jpg
1000835,맛있는 두부 요리 836,맛있는 두부 요리 836,user_6,요리사33,12692,2120,535,굽기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 836 레시피,두부 300g,3인분,초급,30분,2025-12-03,https://example.com/recipe_1000835.jpg
1000836,맛있는 소고기 요리 837,맛있는 소고기 요리 837,user_1,요리사93,27923,3490,730,굽기,손님접대,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 837 레시피,소고기 300g,2인분,중급,30분,2025-07-16,https://example.com/recipe_1000836.jpg
1000837,맛있는 돼지고기 요리 838,맛있는 돼지고기 요리 838,user_44,요리사64,34594,3403,557,찌기,일상,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 838 레시피,돼지고기 300g,4인분,고급,20분,2025-02-13,https://example.com/recipe_1000837.jpg
1000838,맛있는 닭고기 요리 839,맛있는 닭고기 요리 839,user_68,요리사81,18377,4122,493,굽기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 839 레시피,닭고기 300g,2인분,중급,60분,2024-12-30,https://example.com/recipe_1000838.jpg
1000839,맛있는 돼지고기 요리 840,맛있는 돼지고기 요리 840,user_75,요리사10,1569,1736,479,굽기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 840 레시피,돼지고기 300g,4인분,초급,10분,2025-04-30,https://example.com/recipe_1000839.jpg
1000840,맛있는 닭고기 요리 841,맛있는 닭고기 요리 841,user_75,요리사4,1044,4299,659,찌기,손님접대,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 841 레시피,닭고기 300g,3인분,중급,30분,2025-04-08,https://example.com/recipe_1000840.jpg
1000841,맛있는 생선 요리 842,맛있는 생선 요리 842,user_58,요리사51,18496,4116,546,찌기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 842 레시피,생선 300g,3인분,고급,30분,2025-08-09,https://example.com/recipe_1000841.jpg
1000842,맛있는 두부 요리 843,맛있는 두부 요리 843,user_51,요리사40,48669,4395,983,찌기,일상,"두부, 양파, 마늘",일품,맛있는 두부 요리 843 레시피,두부 300g,2인분,초급,10분,2025-08-28,https://example.com/recipe_1000842.jpg
1000843,맛있는 계란 요리 844,맛있는 계란 요리 844,user_19,요리사66,23740,446,889,굽기,간편식,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 844 레시피,계란 300g,2인분,초급,60분,2025-01-30,https://example.com/recipe_1000843.jpg
1000844,맛있는 생선 요리 845,맛있는 생선 요리 845,user_43,요리사72,33897,1562,8,찌기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 845 레시피,생선 300g,4인분,초급,20분,2025-04-17,https://example.com/recipe_1000844.jpg
1000845,맛있는 소고기 요리 846,맛있는 소고기 요리 846,user_32,요리사76,21066,624,95,굽기,일상,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 846 레시피,소고기 300g,4인분,고급,20분,2025-05-10,https://example.com/recipe_1000845.jpg
1000846,맛있는 닭고기 요리 847,맛있는 닭고기 요리 847,user_55,요리사47,1426,4630,302,볶기,간편식,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 847 레시피,닭고기 300g,4인분,초급,60분,2025-07-22,https://example.com/recipe_1000846.jpg
1000847,맛있는 닭고기 요리 848,맛있는 닭고기 요리 848,user_53,요리사96,49080,3531,158,찌기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 848 레시피,닭고기 300g,2인분,중급,60분,2025-09-17,https://example.com/recipe_1000847.jpg
1000848,맛있는 생선 요리 849,맛있는 생선 요리 849,user_98,요리사8,13328,147,887,찌기,손님접대,"생선, 양파, 마늘",볶음,맛있는 생선 요리 849 레시피,생선 300g,4인분,고급,20분,2025-06-11,https://example.com/recipe_1000848.jpg
1000849,맛있는 닭고기 요리 850,맛있는 닭고기 요리 850,user_84,요리사65,21495,1909,859,찌기,손님접대,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 850 레시피,닭고기 300g,2인분,초급,60분,2025-08-16,https://example.com/recipe_1000849.jpg
1000850,맛있는 두부 요리 851,맛있는 두부 요리 851,user_28,요리사57,15933,1942,383,찌기,일상,"두부, 양파, 마늘",볶음,맛있는 두부 요리 851 레시피,두부 300g,4인분,중급,10분,2025-03-02,https://example.com/recipe_1000850.jpg
1000851,맛있는 생선 요리 852,맛있는 생선 요리 852,user_17,요리사14,26659,1655,578,볶기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 852 레시피,생선 300g,2인분,초급,30분,2025-05-12,https://example.com/recipe_1000851.jpg
1000852,맛있는 소고기 요리 853,맛있는 소고기 요리 853,user_50,요리사42,34700,822,811,굽기,손님접대,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 853 레시피,소고기 300g,3인분,초급,10분,2025-11-25,https://example.com/recipe_1000852.jpg
1000853,맛있는 계란 요리 854,맛있는 계란 요리 854,user_32,요리사18,22706,4137,827,찌기,손님접대,"계란, 양파, 마늘",일품,맛있는 계란 요리 854 레시피,계란 300g,4인분,초급,10분,2025-05-31,https://example.com/recipe_1000853.jpg
1000854,맛있는 생선 요리 855,맛있는 생선 요리 855,user_20,요리사25,36569,1580,664,볶기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 855 레시피,생선 300g,4인분,초급,10분,2025-09-16,https://example.com/recipe_1000854.jpg
1000855,맛있는 계란 요리 856,맛있는 계란 요리 856,user_43,요리사26,44183,1875,16,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 856 레시피,계란 300g,2인분,초급,60분,2025-08-28,https://example.com/recipe_1000855.jpg
1000856,맛있는 닭고기 요리 857,맛있는 닭고기 요리 857,user_100,요리사5,30877,2917,452,찌기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 857 레시피,닭고기 300g,4인분,초급,30분,2025-05-02,https://example.com/recipe_1000856.jpg
1000857,맛있는 계란 요리 858,맛있는 계란 요리 858,user_71,요리사4,14550,3309,644,찌기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 858 레시피,계란 300g,3인분,초급,10분,2025-10-21,https://example.com/recipe_1000857.jpg
1000858,맛있는 계란 요리 859,맛있는 계란 요리 859,user_7,요리사25,23382,2457,605,찌기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 859 레시피,계란 300g,3인분,중급,10분,2025-04-18,https://example.com/recipe_1000858.jpg
1000859,맛있는 생선 요리 860,맛있는 생선 요리 860,user_81,요리사7,25707,391,826,찌기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 860 레시피,생선 300g,3인분,초급,30분,2025-11-08,https://example.com/recipe_1000859.jpg
1000860,맛있는 계란 요리 861,맛있는 계란 요리 861,user_16,요리사29,763,1073,609,볶기,간편식,"계란, 양파, 마늘",일품,맛있는 계란 요리 861 레시피,계란 300g,3인분,고급,20분,2025-09-19,https://example.com/recipe_1000860.jpg
1000861,맛있는 생선 요리 862,맛있는 생선 요리 862,user_5,요리사27,9832,3951,273,찌기,일상,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 862 레시피,생선 300g,3인분,고급,10분,2025-09-25,https://example.com/recipe_1000861.jpg
1000862,맛있는 돼지고기 요리 863,맛있는 돼지고기 요리 863,user_86,요리사23,15832,3637,95,굽기,간편식,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 863 레시피,돼지고기 300g,4인분,고급,60분,2024-12-29,https://example.com/recipe_1000862.jpg
1000863,맛있는 소고기 요리 864,맛있는 소고기 요리 864,user_99,요리사77,5958,196,747,굽기,일상,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 864 레시피,소고기 300g,3인분,초급,30분,2025-11-29,https://example.com/recipe_1000863.jpg
